Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount %,Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1231,05/02/2024,06/02/2024,CUST330,Amy Farmer,Home office,PROD4042,File Folder,Office Supplies,North,South Carolina,Craigburgh,6,2673,5,15236.1,9427.08,5809.02,Credit card,Delivered,"Lewis, Salazar and Walker",robin99@cooper.com,8,Yes,22
ORD1232,01/08/2024,05/08/2024,CUST256,Melissa Johnson,Corporate,PROD2103,Sofa,Furniture,North,Montana,New Jacqueline,3,4881,20,11714.4,7447.11,4267.29,Pay check,Cancelled,Mccarthy-Hartman,lgomez@mitchell.com,48,No,0
ORD1233,10/03/2024,16/03/2024,CUST833,April Rocha,Consumer,PROD6996,Pen,Office Supplies,North,New York,Lake Nicolestad,7,2310,20,12936,8943.6,3992.4,Pay check,Delivered,Graham Inc,annajones@munoz.com,31,No,0
ORD1234,09/02/2025,15/02/2025,CUST290,Kelsey Davis,Corporate,PROD7345,Table,Furniture,North,Nevada,New Matthew,1,157,15,133.45,109.56,23.89,UPI,Delivered,Strong PLC,dawnflowers@copeland-hughes.info,39,No,0
ORD1235,13/07/2025,16/07/2025,CUST622,Virginia Jones,Corporate,PROD3487,File Folder,Office Supplies,West,New York,Robbinshaven,10,3027,10,27243,18751.43,8491.57,Credit card,Pending,Moore-Hamilton,melissawiggins@brown.com,37,No,0
ORD1236,22/07/2024,28/07/2024,CUST250,Danny Hill,Corporate,PROD6885,Monitor,Electronics,South,Alaska,Dorseychester,6,731,0,4386,2722.07,1663.93,Pay check,Delivered,Stephens-Moon,laura84@stewart-rodriguez.com,42,No,0
ORD1237,31/01/2025,04/02/2025,CUST439,Julia Meyers,Corporate,PROD6715,Chocolate,Grocery,North,Oregon,South Scottmouth,1,2545,0,2545,1539.27,1005.73,Pay check,Delivered,Cherry-Taylor,amcdonald@mueller.com,27,No,0
ORD1238,04/12/2024,11/12/2024,CUST847,Sharon Richardson,Consumer,PROD4347,Juice packs,Grocery,West,Colorado,Markchester,4,4718,20,15097.6,12658.61,2438.99,Pay check,Pending,"Barber, Miller and Nunez",markskinner@white.com,20,No,0
ORD1239,29/09/2025,04/10/2025,CUST218,Zachary Dunn DDS,Home office,PROD4853,Chips,Grocery,East,New Hampshire,Fletcherberg,1,1348,0,1348,875.93,472.07,Cash,Cancelled,Mccullough-Mendoza,delacruzlarry@herrera.org,35,No,0
ORD1240,20/04/2024,26/04/2024,CUST743,Martha Watts,Home office,PROD5306,Table,Furniture,South,Colorado,West Robertville,8,2906,10,20923.2,18765.11,2158.09,Cash,Delivered,Contreras PLC,phillip33@taylor.com,8,Yes,43
ORD1241,20/02/2024,25/02/2024,CUST416,Mary Donaldson,Home office,PROD3731,Bed,Furniture,North,Delaware,North Michaelchester,5,2675,5,12706.25,9100.95,3605.3,Credit card,Returned,"Berg, Whitaker and Brown",nicolewilliams@baker.com,16,No,0
ORD1242,29/12/2023,31/12/2023,CUST367,Katherine Horne,Corporate,PROD7764,Headphones,Electronics,West,Arkansas,East Dana,9,2712,15,20746.8,16634.25,4112.55,UPI,Returned,"Stone, Smith and Ewing",evanssara@serrano.com,42,No,0
ORD1243,22/08/2024,26/08/2024,CUST660,Elijah Myers,Home office,PROD6313,Laptop,Electronics,West,Connecticut,Lake Loriview,9,1233,0,11097,8542.48,2554.52,Pay check,Delivered,Swanson PLC,hjohnson@arnold-james.com,0,Yes,42
ORD1244,16/10/2025,21/10/2025,CUST861,Evan Schwartz,Corporate,PROD3752,Kettle,Electronics,South,Arizona,West Carlosbury,1,2006,20,1604.8,1080.58,524.22,Pay check,Returned,Ramos-Rodriguez,jenniferfields@compton.com,12,No,0
ORD1245,21/02/2024,26/02/2024,CUST462,Patricia Campbell,Home office,PROD6869,Cold drinks,Grocery,East,Pennsylvania,West Ronaldport,1,3484,0,3484,2368.46,1115.54,UPI,Pending,Davis and Sons,christine65@shaffer.biz,22,No,0
ORD1246,20/11/2024,23/11/2024,CUST782,Monica Richards,Corporate,PROD5031,Laptop,Electronics,East,Idaho,Nicoleview,6,1851,20,8884.8,5951.46,2933.34,Credit card,Pending,"Ritter, Vargas and Delgado",canderson@estrada.org,3,Yes,33
ORD1247,27/11/2024,28/11/2024,CUST677,Richard Pugh,Consumer,PROD7197,Mouse,Electronics,East,Arkansas,Clarkchester,9,2109,20,15184.8,12072.81,3111.99,Credit card,Pending,Howell-Young,nicolebowman@hughes.net,34,No,0
ORD1248,02/02/2025,03/02/2025,CUST338,Chase Watkins,Home office,PROD9602,Notebook,Office Supplies,East,Minnesota,North Briannaside,8,2756,5,20945.6,15790.08,5155.52,UPI,Returned,Jones-Nguyen,jackson72@cantu.com,45,No,0
ORD1249,03/04/2024,10/04/2024,CUST217,Brooke Clarke,Consumer,PROD5593,Table,Furniture,West,Rhode Island,Rodriguezberg,1,703,15,597.55,471.01,126.54,Pay check,Delivered,Baird-Anderson,tamara05@hoover.org,22,No,0
ORD1250,10/07/2024,15/07/2024,CUST666,Scott Lang,Home office,PROD9740,Charger,Electronics,South,Mississippi,West Steven,8,4645,15,31586,21359.04,10226.96,UPI,Cancelled,Rodriguez Group,doylelori@brown.com,49,No,0
ORD1251,04/05/2024,08/05/2024,CUST621,Anthony Vazquez,Consumer,PROD9408,Pen,Office Supplies,North,Hawaii,Perezton,1,3147,10,2832.3,2305.23,527.07,Credit card,Delivered,Ruiz Inc,mcmahongeorge@ruiz-gould.biz,22,No,0
ORD1252,11/06/2024,12/06/2024,CUST527,Alex Thomas,Corporate,PROD3491,Calculator,Office Supplies,East,New York,Tylerbury,10,1470,15,12495,10756.56,1738.44,UPI,Delivered,Flores-Wheeler,kathleen93@ayala.org,5,Yes,28
ORD1253,30/06/2024,06/07/2024,CUST932,Elizabeth Kennedy,Corporate,PROD4894,Chips,Grocery,North,California,Lake Heather,1,606,20,484.8,363.63,121.17,Cash,Cancelled,"Ray, Brooks and Chavez",james23@brown.com,13,No,0
ORD1254,11/03/2025,13/03/2025,CUST165,Heather Jones,Corporate,PROD3225,Juice packs,Grocery,East,Colorado,Averyfurt,4,3995,5,15181,10059.84,5121.16,Credit card,Returned,Livingston LLC,yfloyd@jackson.com,6,Yes,44
ORD1255,21/09/2024,24/09/2024,CUST542,Tara Valdez,Home office,PROD8803,Laptop,Electronics,South,Alaska,Kimberlyborough,9,4384,0,39456,29671.65,9784.35,UPI,Cancelled,"Jones, Smith and Ellis",devans@freeman.com,19,No,0
ORD1256,13/12/2024,19/12/2024,CUST717,Shannon Perez,Consumer,PROD4269,Table,Furniture,North,Arkansas,Ryanhaven,9,2245,5,19194.75,16155.35,3039.4,Pay check,Returned,Bray Ltd,kellykelly@foster-pierce.com,3,Yes,21
ORD1257,30/06/2025,02/07/2025,CUST575,Charles Myers,Corporate,PROD6370,Pen,Office Supplies,West,Vermont,Port Curtis,8,4881,5,37095.6,24789.98,12305.62,Pay check,Cancelled,"Rogers, Gray and Bradshaw",richardreyes@edwards.com,42,No,0
ORD1258,27/02/2025,01/03/2025,CUST142,Christopher Lopez,Consumer,PROD2134,Table,Furniture,East,Montana,Port Robyn,10,3966,10,35694,26534.87,9159.13,Credit card,Pending,Macias Ltd,montgomerykaren@parker.com,20,No,0
ORD1259,17/08/2025,20/08/2025,CUST937,James Dodson,Home office,PROD7962,Laptop,Electronics,East,Nevada,Timothyberg,10,2726,5,25897,21240.21,4656.79,Cash,Returned,"Carney, Finley and Logan",eerickson@wright.com,10,No,0
ORD1260,30/05/2024,02/06/2024,CUST517,Amy Ware,Home office,PROD2577,Sofa,Furniture,South,Nevada,South Amandamouth,8,4681,15,31830.8,20284.03,11546.77,Credit card,Pending,"Williams, Hill and Sullivan",carolnichols@cantrell.net,0,Yes,33
ORD1261,24/11/2023,27/11/2023,CUST260,Amy Johnson,Consumer,PROD9213,Sofa,Furniture,West,Wyoming,Douglasstad,4,3692,0,14768,11105.27,3662.73,Credit card,Returned,Mack-Morris,rodriguezbrandon@carr.org,24,No,0
ORD1262,10/12/2024,16/12/2024,CUST290,Ashley Bowen,Consumer,PROD1710,File Folder,Office Supplies,South,Illinois,West Diana,6,1661,5,9467.7,7678.63,1789.07,Cash,Delivered,Jones Ltd,valerie68@murphy.com,15,No,0
ORD1263,18/03/2024,20/03/2024,CUST161,Ryan Lee,Corporate,PROD3226,Notebook,Office Supplies,South,South Carolina,Tylerstad,8,3477,10,25034.4,16450.25,8584.15,UPI,Cancelled,"Norman, Simon and Hill",imarks@marsh.com,20,No,0
ORD1264,23/11/2025,27/11/2025,CUST766,David Bradley,Home office,PROD5557,File Folder,Office Supplies,South,Oregon,New Patricia,6,1939,20,9307.2,8367.19,940.01,UPI,Returned,"Kerr, Clark and Estes",juliachen@williams-wilson.com,9,Yes,21
ORD1265,29/06/2024,02/07/2024,CUST425,William Christensen,Corporate,PROD9442,Dining table,Furniture,South,Wisconsin,New Stephaniefort,4,3825,0,15300,12198.41,3101.59,Credit card,Cancelled,Barnett-Watson,jennifersmith@cole.biz,14,No,0
ORD1266,04/08/2025,06/08/2025,CUST203,Justin Watson,Consumer,PROD9566,Chips,Grocery,South,Wisconsin,North Nicole,2,1803,15,3065.1,2710.16,354.94,UPI,Cancelled,Williams-May,reedruth@thomas-lopez.com,49,No,0
ORD1267,27/07/2024,28/07/2024,CUST158,Danny Henderson,Corporate,PROD6157,Dining table,Furniture,East,Michigan,Millsport,7,4090,10,25767,18728.31,7038.69,Credit card,Pending,"White, Wagner and Dorsey",woodstyler@edwards.com,44,No,0
ORD1268,27/08/2025,30/08/2025,CUST232,Keith Nguyen,Home office,PROD1879,Mouse,Electronics,North,New Mexico,North Jeff,5,4062,0,20310,12876.5,7433.5,Pay check,Pending,"Wiggins, Rodriguez and Wolfe",malonekristina@jones-washington.com,24,No,0
ORD1269,17/03/2025,18/03/2025,CUST101,Leslie Massey,Corporate,PROD8345,Charger,Electronics,North,Pennsylvania,Montgomeryshire,4,3929,15,13358.6,10809.85,2548.75,Credit card,Cancelled,Richardson Group,walkercarol@tucker.com,36,No,0
ORD1270,29/01/2024,01/02/2024,CUST318,Emily Barnett,Home office,PROD8753,Stapler,Office Supplies,East,West Virginia,Paulstad,5,2625,10,11812.5,10286.47,1526.03,Credit card,Delivered,Johnson and Sons,james42@ruiz-cobb.com,15,No,0
ORD1271,24/07/2024,31/07/2024,CUST976,Edward Perez,Home office,PROD4873,Monitor,Electronics,West,Indiana,Jamesshire,7,3354,10,21130.2,16736.72,4393.48,Pay check,Pending,Gomez-Davis,sharon86@porter.com,43,No,0
ORD1272,24/12/2023,29/12/2023,CUST119,Kayla Barry,Consumer,PROD7135,Headphones,Electronics,West,Alabama,West Donna,4,4382,15,14898.8,10316.09,4582.71,Cash,Delivered,Ibarra Inc,scott59@gardner-robbins.org,6,Yes,33
ORD1273,10/03/2024,17/03/2024,CUST118,John Schaefer,Corporate,PROD3383,Stamp,Office Supplies,North,Idaho,North Charles,3,874,20,2097.6,1698.47,399.13,Credit card,Returned,Baker Ltd,umcdowell@bruce-rios.com,15,No,0
ORD1274,08/09/2025,10/09/2025,CUST888,Gary Norris,Home office,PROD7056,Stamp,Office Supplies,West,Montana,Port Christy,8,2755,15,18734,11656.45,7077.55,Cash,Delivered,Pineda Inc,xolson@davis.com,27,No,0
ORD1275,19/01/2024,25/01/2024,CUST842,Natalie Riggs,Home office,PROD6942,Protein,Grocery,East,Indiana,Claudiashire,10,4097,0,40970,33697.26,7272.74,Cash,Pending,Decker PLC,qbarnes@solomon.com,8,Yes,38
ORD1276,03/07/2025,10/07/2025,CUST201,Jeffrey Hendrix,Consumer,PROD7341,Charger,Electronics,East,Kansas,North Danielburgh,9,2815,0,25335,19947.77,5387.23,Pay check,Pending,"Clark, Mcintyre and Escobar",christopher32@ramos-perez.com,29,No,0
ORD1277,10/09/2024,13/09/2024,CUST365,Kevin Fuentes,Corporate,PROD1726,Kettle,Electronics,West,New Mexico,Jamesburgh,10,190,10,1710,1057.97,652.03,Pay check,Returned,Nelson and Sons,ashleymiller@patel.biz,9,Yes,35
ORD1278,07/07/2025,12/07/2025,CUST124,Erika Gonzalez,Home office,PROD6231,Chair,Furniture,West,Kentucky,Hancockfort,8,3446,15,23432.8,18632.85,4799.95,Cash,Returned,Romero PLC,jeffreymoore@burch.org,25,No,0
ORD1279,30/11/2024,02/12/2024,CUST458,Bonnie Johnson,Corporate,PROD5564,Cupboard,Furniture,North,South Dakota,Jameschester,2,618,20,988.8,683.38,305.42,UPI,Delivered,"Golden, Rogers and Miller",ramosstacy@torres.biz,19,No,0
ORD1280,19/07/2024,26/07/2024,CUST868,Renee Parker,Corporate,PROD3715,Chocolate,Grocery,South,Idaho,Wyattland,6,3722,10,20098.8,15107.45,4991.35,Cash,Pending,"Gordon, Williams and Turner",kyle39@miller.net,30,No,0
ORD1281,27/08/2025,02/09/2025,CUST678,Lisa Dunn,Consumer,PROD7860,Juice packs,Grocery,East,New Hampshire,Rivashaven,7,3057,15,18189.15,11948.17,6240.98,Credit card,Returned,Mann-Lee,kross@guzman-stewart.com,7,Yes,49
ORD1282,05/03/2024,12/03/2024,CUST553,Andrew Chan,Corporate,PROD6971,Table,Furniture,West,Arkansas,Gallegoston,2,2008,10,3614.4,2993.09,621.31,Cash,Pending,Schroeder Group,bpatrick@weaver.net,33,No,0
ORD1283,13/06/2025,16/06/2025,CUST452,Ryan Turner,Home office,PROD9131,Charger,Electronics,North,Rhode Island,Christinechester,7,4727,20,26471.2,16767.28,9703.92,Credit card,Cancelled,Thomas LLC,christina61@floyd.biz,33,No,0
ORD1284,26/08/2025,30/08/2025,CUST820,Cody Eaton,Corporate,PROD7458,Calculator,Office Supplies,East,Maryland,New Julianberg,10,3875,15,32937.5,25711.32,7226.18,Credit card,Cancelled,"Salazar, Ramirez and Mitchell",fibarra@richardson.com,12,No,0
ORD1285,14/08/2025,16/08/2025,CUST215,Christopher Delgado,Corporate,PROD5526,Chair,Furniture,East,Illinois,New Krystaltown,8,992,20,6348.8,5187.54,1161.26,Credit card,Delivered,Baker Ltd,nancy43@moore.com,41,No,0
ORD1286,23/05/2025,29/05/2025,CUST139,Stephanie Cross,Consumer,PROD2556,Calculator,Office Supplies,East,Indiana,West Carolyn,6,2525,20,12120,8566.61,3553.39,Credit card,Pending,Sullivan-Fuller,charles64@lynch.com,32,No,0
ORD1287,22/10/2024,26/10/2024,CUST316,Francisco Adams,Home office,PROD2172,Kettle,Electronics,North,Louisiana,Lake Jamieview,8,2419,5,18384.4,15723.55,2660.85,Cash,Delivered,"Levine, Hayes and Reed",jennifer61@carpenter-lambert.com,13,No,0
ORD1288,03/03/2025,07/03/2025,CUST970,Cheryl Griffin,Home office,PROD8256,Keyboard,Electronics,North,Oklahoma,New Joseph,9,4233,15,32382.45,28284.61,4097.84,Cash,Returned,Bond-Reese,lmiller@thompson.com,23,No,0
ORD1289,03/11/2024,04/11/2024,CUST731,Chelsea King,Corporate,PROD4144,Calculator,Office Supplies,East,Nebraska,Lake Nicholas,10,3974,5,37753,31907.59,5845.41,UPI,Cancelled,Davis Ltd,daviskeith@allen.com,7,Yes,43
ORD1290,30/06/2024,04/07/2024,CUST421,Marcus Burton,Consumer,PROD3325,Pen,Office Supplies,East,New York,Jenniferborough,1,2690,10,2421,2101.18,319.82,Cash,Delivered,"Hardin, Daugherty and Perry",lisamoss@patton-walsh.info,42,No,0
ORD1291,04/04/2024,09/04/2024,CUST144,Nathan Barrett,Consumer,PROD4668,Cupboard,Furniture,North,Delaware,East Danamouth,1,3020,15,2567,2057.22,509.78,Credit card,Returned,Molina-Kim,jenniferpalmer@owens.info,45,No,0
ORD1292,24/02/2024,28/02/2024,CUST847,Christine Daniels,Corporate,PROD8003,File Folder,Office Supplies,West,New Mexico,West Randallstad,6,2729,5,15555.3,11059.14,4496.16,Cash,Cancelled,Herrera-Holmes,hawkinsholly@hebert-hill.org,42,No,0
ORD1293,22/05/2024,27/05/2024,CUST134,Samantha Davis,Home office,PROD1718,Stapler,Office Supplies,East,New Mexico,Patrickview,2,3197,5,6074.3,4373.9,1700.4,Pay check,Cancelled,"Davila, Reese and Collier",ifrazier@barry.com,38,No,0
ORD1294,30/09/2024,07/10/2024,CUST322,Darren Nichols,Corporate,PROD9400,Stamp,Office Supplies,East,West Virginia,Brianville,2,4546,5,8637.4,6291.53,2345.87,Credit card,Pending,"Williams, Barnes and Fisher",nlindsey@burns-walker.com,41,No,0
ORD1295,05/12/2023,08/12/2023,CUST347,Elizabeth Hardy,Corporate,PROD2068,Stamp,Office Supplies,East,North Dakota,Port Andrewchester,6,1671,15,8522.1,5420.64,3101.46,UPI,Pending,"Watkins, Stephenson and Lowe",wongmark@thomas-schmidt.org,5,Yes,26
ORD1296,18/05/2025,19/05/2025,CUST158,Christopher Logan,Corporate,PROD7489,Chocolate,Grocery,West,New Mexico,Port Margaretside,7,2179,0,15253,10413.93,4839.07,Cash,Returned,"Burch, Foster and Horne",jocelyn61@payne.biz,9,Yes,43
ORD1297,26/02/2025,04/03/2025,CUST341,Tammy Mcgrath,Consumer,PROD9901,Headphones,Electronics,South,Alabama,Willischester,9,4675,15,35763.75,31890.76,3872.99,Pay check,Delivered,"Thomas, Smith and Cunningham",emily10@holmes.com,16,No,0
ORD1298,31/07/2025,01/08/2025,CUST965,John White,Corporate,PROD8886,Mouse,Electronics,East,Maine,Port Molly,1,4058,0,4058,3344.24,713.76,UPI,Returned,Lopez PLC,ksmith@douglas-collins.com,26,No,0
ORD1299,12/03/2025,14/03/2025,CUST491,Vincent Ruiz,Home office,PROD2579,Calculator,Office Supplies,West,Arkansas,North Emilytown,10,2584,0,25840,16673.99,9166.01,Credit card,Delivered,Walker LLC,jessica30@white.com,20,No,0
ORD1300,11/01/2024,18/01/2024,CUST297,Bridget Turner,Corporate,PROD2701,Monitor,Electronics,South,Louisiana,East Pattystad,3,466,15,1188.3,891.32,296.98,Credit card,Returned,Bennett-Turner,joneslauren@moore-james.com,40,No,0
ORD1301,05/06/2024,12/06/2024,CUST949,John Weiss,Corporate,PROD3311,Protein,Grocery,East,Arizona,East Karashire,5,1912,20,7648,6802.04,845.96,Pay check,Pending,"Bass, Fernandez and Sherman",david01@roberts.biz,25,No,0
ORD1302,29/02/2024,03/03/2024,CUST647,Mr. Robert Ware,Home office,PROD7554,Cupboard,Furniture,East,Montana,South Jenniferborough,7,2296,5,15268.4,10376.45,4891.95,Credit card,Pending,"Brown, Jimenez and Edwards",matthewtaylor@myers.com,24,No,0
ORD1303,05/12/2024,07/12/2024,CUST944,Jason Schultz,Consumer,PROD2173,Monitor,Electronics,West,Michigan,South Joseph,6,3069,20,14731.2,11752.16,2979.04,Pay check,Pending,"Baldwin, Armstrong and Townsend",sjones@valentine.com,4,Yes,32
ORD1304,23/08/2025,30/08/2025,CUST327,Cristian Cox,Consumer,PROD4222,Chair,Furniture,West,Michigan,New Dylan,8,992,0,7936,5100.36,2835.64,Credit card,Delivered,Allen-Garcia,lisa50@miller.com,28,No,0
ORD1305,03/07/2024,05/07/2024,CUST634,Nicholas Roman,Home office,PROD5715,Keyboard,Electronics,North,Wyoming,South Kari,4,3278,15,11145.2,9105.89,2039.31,Cash,Returned,"Daniel, Williams and King",rhernandez@gonzales.com,13,No,0
ORD1306,02/08/2025,08/08/2025,CUST631,Daniel Bell,Consumer,PROD6020,Bed,Furniture,West,Rhode Island,Katieberg,9,2200,15,16830,12167.27,4662.73,Credit card,Pending,Stephens-Rich,ayalagregory@perez.info,9,Yes,28
ORD1307,21/06/2025,23/06/2025,CUST421,Christopher Robertson,Corporate,PROD2367,Headphones,Electronics,East,New Hampshire,Lake Tracytown,10,2043,10,18387,13075.99,5311.01,Pay check,Pending,George Group,williskristie@anderson-powell.org,48,No,0
ORD1308,24/08/2024,28/08/2024,CUST440,Anna Edwards,Home office,PROD9343,Bed,Furniture,North,Illinois,Lisaville,5,1252,15,5321,3927.48,1393.52,Credit card,Cancelled,Stafford PLC,jameshuffman@garcia.com,44,No,0
ORD1309,06/07/2025,13/07/2025,CUST548,Hannah Stewart,Corporate,PROD9424,Stapler,Office Supplies,North,Indiana,Solisshire,7,2595,0,18165,11814.03,6350.97,UPI,Delivered,Jones-Cummings,geraldpalmer@wilkins.com,20,No,0
ORD1310,17/01/2024,22/01/2024,CUST735,David Brady,Corporate,PROD5719,File Folder,Office Supplies,South,Georgia,Estesborough,4,3085,20,9872,7834.94,2037.06,Pay check,Cancelled,Scott-James,prattadam@richards-cordova.com,42,No,0
ORD1311,09/05/2025,14/05/2025,CUST434,Ryan Green,Consumer,PROD1610,Monitor,Electronics,South,Tennessee,Port Jessicaside,5,4848,0,24240,17281.29,6958.71,UPI,Delivered,"Chaney, Fisher and Gomez",eclark@knight.org,30,No,0
ORD1312,13/08/2025,16/08/2025,CUST692,Renee Thompson,Home office,PROD6307,Mouse,Electronics,West,Pennsylvania,Cruzfort,3,4295,10,11596.5,8026.83,3569.67,Cash,Returned,Melendez Inc,howardmandy@mathis-koch.org,1,Yes,31
ORD1313,09/04/2025,12/04/2025,CUST229,Yesenia Dawson,Consumer,PROD9294,Keyboard,Electronics,West,Pennsylvania,East Davidport,10,3284,5,31198,27867.95,3330.05,Credit card,Pending,Ortiz Ltd,brandon69@hughes-berger.com,15,No,0
ORD1314,03/08/2025,07/08/2025,CUST382,Amanda Rodriguez,Corporate,PROD2600,Keyboard,Electronics,East,Michigan,Colemanbury,8,290,10,2088,1537.31,550.69,Cash,Pending,Carr-Koch,rebecca13@nunez.com,40,No,0
ORD1315,23/01/2025,29/01/2025,CUST824,Lisa Harris,Corporate,PROD9113,Sofa,Furniture,East,Nebraska,Williamsfort,3,4944,20,11865.6,10145.33,1720.27,Pay check,Delivered,Warner-Downs,rebeccamontgomery@velasquez.com,19,No,0
ORD1316,06/03/2024,09/03/2024,CUST976,Carl Hensley,Corporate,PROD2181,Mouse,Electronics,North,Texas,Port Christopher,10,326,15,2771,1699.52,1071.48,Pay check,Pending,Jones-Pham,bwest@blair.com,9,Yes,28
ORD1317,28/05/2025,29/05/2025,CUST425,Robert Hamilton,Home office,PROD4859,File Folder,Office Supplies,North,Georgia,South Glennfort,9,4206,20,30283.2,24296.33,5986.87,Credit card,Cancelled,Johnson Ltd,eaustin@monroe.biz,31,No,0
ORD1318,29/08/2024,01/09/2024,CUST258,Joshua Barrett,Consumer,PROD4494,Charger,Electronics,South,Hawaii,Hammondland,9,1189,20,8560.8,6458.79,2102.01,Credit card,Returned,Shepard-Woods,troyrogers@gibson.com,37,No,0
ORD1319,17/12/2024,21/12/2024,CUST929,Jackie Blackburn,Home office,PROD9973,Protein,Grocery,East,Wisconsin,Richardchester,8,3993,20,25555.2,20764.47,4790.73,Pay check,Pending,"Baker, Berg and Schultz",ronaldferguson@fernandez.com,44,No,0
ORD1320,27/04/2024,28/04/2024,CUST836,Nicole Smith,Home office,PROD3143,Chocolate,Grocery,East,Oregon,Angelabury,9,1457,10,11801.7,9320.33,2481.37,UPI,Pending,Mullen and Sons,wujennifer@hutchinson-miller.info,47,No,0
ORD1321,22/01/2024,23/01/2024,CUST143,Cody Williamson,Consumer,PROD8626,Dining table,Furniture,East,New Jersey,East Denisetown,2,4863,0,9726,5870.16,3855.84,UPI,Delivered,"Elliott, Bradley and Freeman",michael34@rollins.net,15,No,0
ORD1322,08/07/2024,09/07/2024,CUST475,Dr. Stephanie Daniels,Home office,PROD8702,Headphones,Electronics,West,Michigan,Thomasbury,8,1588,0,12704,8693.46,4010.54,Credit card,Returned,Miller-Montgomery,matthew16@arnold.net,48,No,0
ORD1323,21/04/2024,25/04/2024,CUST362,Teresa Robinson,Home office,PROD7290,Stapler,Office Supplies,West,Maine,East Norma,10,3160,5,30020,21602.52,8417.48,Cash,Returned,"Burke, Vargas and Morrison",nflores@lee.info,8,Yes,33
ORD1324,05/10/2024,07/10/2024,CUST496,Hailey Santiago,Corporate,PROD9047,Sofa,Furniture,East,Connecticut,Aprilmouth,9,3862,5,33020.1,23399.97,9620.13,Pay check,Cancelled,"Mcgrath, Pierce and Anderson",mackamanda@williams.biz,30,No,0
ORD1325,16/01/2024,18/01/2024,CUST155,Nicole Davis,Corporate,PROD8736,Maggi,Grocery,North,Virginia,Jonesfort,8,845,15,5746,3571.97,2174.03,UPI,Returned,Bailey Ltd,festes@cervantes.com,1,Yes,47
ORD1326,22/05/2024,27/05/2024,CUST273,Rebecca Riley,Home office,PROD6555,Juice packs,Grocery,East,Idaho,West Michaelshire,3,847,10,2286.9,2053.24,233.66,Pay check,Delivered,Dawson LLC,david77@dawson-woodard.com,48,No,0
ORD1327,30/05/2025,05/06/2025,CUST646,Ryan Lopez,Consumer,PROD7567,Calculator,Office Supplies,North,Minnesota,Johnland,6,2594,5,14785.8,11449.41,3336.39,Pay check,Pending,"Pierce, Bates and Perry",jessica87@brooks.net,1,Yes,33
ORD1328,24/04/2024,29/04/2024,CUST315,Suzanne Jacobs,Home office,PROD7286,Chocolate,Grocery,East,Ohio,Johnland,7,1973,10,12429.9,9250.49,3179.41,Pay check,Pending,Duran PLC,sierra78@everett-gonzalez.biz,38,No,0
ORD1329,29/01/2024,30/01/2024,CUST896,Miguel Wilson,Consumer,PROD9106,Chips,Grocery,West,Missouri,New Natasha,7,147,10,926.1,788.05,138.05,Pay check,Cancelled,"Gonzales, Paul and Adams",daniellebrown@curtis.com,43,No,0
ORD1330,23/07/2025,29/07/2025,CUST872,Dawn Torres,Consumer,PROD3895,Monitor,Electronics,South,Florida,East Rachel,6,4034,5,22993.8,16373.85,6619.95,Pay check,Cancelled,"Garcia, Lewis and Ramirez",martinmarilyn@jones-murphy.org,0,Yes,22
ORD1331,22/04/2025,23/04/2025,CUST549,Ronald Jones,Corporate,PROD8322,Protein,Grocery,West,Washington,Lake Christopher,1,1562,0,1562,1234.5,327.5,Cash,Pending,Anderson-Young,vmaynard@hicks.net,6,Yes,22
ORD1332,13/07/2024,20/07/2024,CUST916,Audrey Soto,Corporate,PROD4746,Pen,Office Supplies,West,Wisconsin,Hoberg,10,916,15,7786,5920.6,1865.4,Credit card,Cancelled,Gregory Inc,richardsontoni@sparks.com,27,No,0
ORD1333,29/04/2024,02/05/2024,CUST996,Christopher Peters,Home office,PROD5417,Juice packs,Grocery,North,New Hampshire,East Vanessachester,3,1384,15,3529.2,2160.45,1368.75,Credit card,Pending,Anderson-Thomas,jacob31@garcia.biz,34,No,0
ORD1334,13/08/2024,16/08/2024,CUST173,Vanessa Howard,Corporate,PROD9405,Laptop,Electronics,North,Texas,South Cherylstad,9,3276,0,29484,22313.11,7170.89,Cash,Cancelled,"Robinson, Santiago and Hensley",stevenmartin@bennett.info,43,No,0
ORD1335,27/06/2024,03/07/2024,CUST648,Joshua Mason,Corporate,PROD7343,Chair,Furniture,West,Massachusetts,East Scottville,7,752,5,5000.8,3691.14,1309.66,Credit card,Delivered,Tucker-Lamb,shannon47@gonzalez.org,24,No,0
ORD1336,24/03/2024,27/03/2024,CUST415,Brian Wallace,Corporate,PROD9416,Mouse,Electronics,West,Maryland,East Brittanyshire,1,195,15,165.75,112.02,53.73,Credit card,Delivered,Mcdonald Inc,mccanndawn@valencia-bridges.com,6,Yes,38
ORD1337,18/12/2024,24/12/2024,CUST238,Jennifer Petersen,Corporate,PROD6542,File Folder,Office Supplies,South,Rhode Island,North Michelle,2,2490,0,4980,4180.43,799.57,UPI,Cancelled,Hunter Ltd,barronjeremy@wolfe.com,30,No,0
